Business,Category,City,Phone,Address,Rating,Reviews,Web presence,Existing link,Score,Google Maps
The Pet Clinic-Chula Vista,Veterinarian,Chula Vista,(619) 422-0194,"3326 Main St, Chula Vista, CA 91911",4.6,202,No website,,252.5,https://www.google.com/maps/place/?q=place_id:ChIJqY0_npZO2YARbY8pyL1z2Ok
Kim's Nails & Spa,Nail salon,San Diego,(619) 584-4860,"4114 30th St, San Diego, CA 92104",4.5,367,Social only,https://wa.me/16195844860,252.3,https://www.google.com/maps/place/?q=place_id:ChIJcaaob_dU2YAR-NVxPZKpoBE
Dr. Hoang Optometry & Associates (Inside Walmart),Optometrist,San Diego,(858) 560-5742,"4840 Shawline St, San Diego, CA 92111",5,367,Social only,http://linktr.ee/drkevinhoang,252.3,https://www.google.com/maps/place/?q=place_id:ChIJXQuBSyj_24AR_J8xs06n44E
Cloud 9 E-Cig + CBD,Vaporizer store,Escondido,(760) 480-8273,"200 E Grand Ave, Escondido, CA 92025",4.7,201,No website,,251.2,https://www.google.com/maps/place/?q=place_id:ChIJRVALg53024ARM4UBtw1XT58
Logic Fix,Mobile phone repair shop,San Diego,(858) 717-1635,"1040 University Ave Ste B203 2nd Level, San Diego, CA 92103",4.9,200,No website,,250.0,https://www.google.com/maps/place/?q=place_id:ChIJ3V0MWKBV2YARldE_QFq76S0
Guanatos Mexican and Seafood,Mexican restaurant,National City,(619) 900-8985,"1526 E 18th St, National City, CA 91950",4.5,363,Booking/3rd-party only,https://www.clover.com/online-ordering/guanatos-mexican-seafood-national-city,249.6,https://www.google.com/maps/place/?q=place_id:ChIJQWOCUiJS2YARehVe7wAHBVs
Jose's Taco Shop,Taco restaurant,Vista,(760) 598-8300,"2440 S Melrose Dr, Vista, CA 92081",4,249,No website,,249.0,https://www.google.com/maps/place/?q=place_id:ChIJbe1cO-103IARpOwqxadZww0
FUNBOX Bounce & Party Center,Children's amusement center,National City,(619) 573-1444,"3030 #2540 Plaza Bonita Rd, National City, CA 91950",4.7,361,Social only,https://funbox.com/nationalcity?utm_source=gbp&utm_medium=organic&utm_campaign=nationalcity,248.2,https://www.google.com/maps/place/?q=place_id:ChIJo3QGO9JR2YARjQQVtwaZaEs
The Grounds Bean Bar,Coffee shop,San Diego,(858) 230-7188,"1571 La Playa Ave, San Diego, CA 92109",4.3,248,No website,,248.0,https://www.google.com/maps/place/?q=place_id:ChIJ37f4e9sB3IARmyabJInvw5s
Aguilera Clips Barber Shop,Barber shop,San Marcos,(760) 539-7512,"1605 W Mission Rd B, San Marcos, CA 92069",4.6,198,No website,,247.5,https://www.google.com/maps/place/?q=place_id:ChIJQWC89Gx13IAR20e_NAxCCbg
Ace of Fades,Barber shop,Chula Vista,(619) 623-3300,"Palomar St, Chula Vista, CA 91911",4.5,197,No website,,246.2,https://www.google.com/maps/place/?q=place_id:ChIJC4NNo4hO2YARH7RjoIsB62U
Welch's Tire Auto Center,Tire shop,San Diego,(619) 234-1271,"3724 Main St, San Diego, CA 92113",4.6,197,No website,,246.2,https://www.google.com/maps/place/?q=place_id:ChIJ35gJorJT2YARJnTZPkjee44
Daily Bagel,Bagel shop,San Diego,(858) 453-9243,"7770 Regents Rd #106, San Diego, CA 92122",4.4,246,No website,,246.0,https://www.google.com/maps/place/?q=place_id:ChIJdaiJxisB3IARkpqrFChGyMs
El Tigre Churros Y Platanos,Restaurant,San Diego,(619) 955-1356,"3583 University Ave, San Diego, CA 92104",4.7,196,No website,,245.0,https://www.google.com/maps/place/?q=place_id:ChIJ_URrw1xU2YARWjCDC86qJJg
Hello Deli,Deli,Vista,(760) 598-1055,"2820 La Mirada Dr, Vista, CA 92081",4.8,196,No website,,245.0,https://www.google.com/maps/place/?q=place_id:ChIJvbkc6Rx13IARWQbILvdxueU
T.J. Maxx,Department store,Escondido,(760) 746-9528,"1274 Auto Park Way, Escondido, CA 92029",4.3,445,Social only,https://tjmaxx.tjx.com/store/index.jsp,244.8,https://www.google.com/maps/place/?q=place_id:ChIJo_GIs43024ARvLNun_HNvZw
Mariscos La Baja,Seafood restaurant,San Marcos,(619) 496-1387,"363 Autumn Dr Ste 111, San Marcos, CA 92069",4.1,444,Social only,https://www.facebook.com/mariscoslabaja.labaja,244.2,https://www.google.com/maps/place/?q=place_id:ChIJjR9j8qaK24ARD-BgzAuTm9w
Rose Donuts And Ice Cream,Donut shop,El Cajon,(619) 749-5992,"1760 N 2nd St, El Cajon, CA 92021",4.3,244,No website,,244.0,https://www.google.com/maps/place/?q=place_id:ChIJJ8OSd_dY2YARFQbhMPs2XzM
Submarina California Subs,Sandwich shop,Escondido,(760) 489-1106,"Albertsons Shopping Center A, 1511 E Valley Pkwy #3, Escondido, CA 92027",4.4,244,No website,,244.0,https://www.google.com/maps/place/?q=place_id:ChIJtUyWrWnz24ARHwKC0_-YLNk
Valleymax Supermarket,Grocery store,Escondido,(760) 291-1171,"2040 E Valley Pkwy, Escondido, CA 92027",4.1,244,No website,,244.0,https://www.google.com/maps/place/?q=place_id:ChIJc-m1bj7z24ARZ065u9u4VNE
Monroe's Market & Deli,Deli,San Diego,(619) 299-5523,"4502 Oregon St, San Diego, CA 92116",4.7,195,No website,,243.8,https://www.google.com/maps/place/?q=place_id:ChIJXcH39_xU2YARVM0_I97i_Vg
Fuego Smoke Shop,Smoke shop,San Diego,(619) 310-5810,"4234 Market St, San Diego, CA 92102",4.9,195,No website,,243.8,https://www.google.com/maps/place/?q=place_id:ChIJlddvkG5T2YAR3kcMYXpu8vo
El Compadre Taco Shop & More,Mexican restaurant,La Mesa,(619) 469-1664,"7327 University Ave, La Mesa, CA 91942",4.2,243,No website,,243.0,https://www.google.com/maps/place/?q=place_id:ChIJfTjgNdpW2YARnQNYGldPAbM
Don Jilberto's Mexican Food,Mexican restaurant,Spring Valley,(619) 259-2440,"9569 Jamacha Blvd, Spring Valley, CA 91977",4.5,194,No website,,242.5,https://www.google.com/maps/place/?q=place_id:ChIJTcYxZ3xQ2YARNCbNexYAdg4
Gualberto's Mexican Food,Mexican restaurant,San Diego,(619) 287-2601,"5871 University Ave #333, San Diego, CA 92115",4.2,242,No website,,242.0,https://www.google.com/maps/place/?q=place_id:ChIJT9yOpKRW2YARhLjfcCXLokY
Guanatos City - Mexican Restaurant,Mexican restaurant,Oceanside,(760) 696-3026,"3776 Mission Ave #137, Oceanside, CA 92058",4.4,242,No website,,242.0,https://www.google.com/maps/place/?q=place_id:ChIJCygFat5x3IAR_ADgWEVUGDs
Terzo Bakery & Cafe,Bakery,Chula Vista,(619) 691-6357,"357 3rd Ave, Chula Vista, CA 91910",4.1,241,No website,,241.0,https://www.google.com/maps/place/?q=place_id:ChIJz-5wAwhO2YARP3pIXMX3i6Y
San Marcos Market #2,Grocery store,San Marcos,(760) 599-5877,"500 S Rancho Santa Fe Rd Ste 106, San Marcos, CA 92078",4.4,238,No website,,238.0,https://www.google.com/maps/place/?q=place_id:ChIJ7-09hDt13IAROd1Ph5a8nKA
Thaicy Rolls Creamery,Ice cream shop,National City,(619) 675-6666,"2720 E Plaza Blvd, National City, CA 91950",4.4,238,No website,,238.0,https://www.google.com/maps/place/?q=place_id:ChIJVVWlRohR2YARhtxF91brKaM
Fast Fuel,Gas station,San Diego,(858) 490-0228,"4505 Clairemont Mesa Blvd, San Diego, CA 92117",4.3,238,No website,,238.0,https://www.google.com/maps/place/?q=place_id:ChIJwyVt94oA3IARg-4afpbBcf0
Ross Carpet Care,Carpet cleaning service,San Marcos,(858) 774-0645,"422 W San Marcos Blvd #154, San Marcos, CA 92069",5,190,No website,,237.5,https://www.google.com/maps/place/?q=place_id:ChIJ-8v82b-L24ARgjmWx_vJJKc
El Primo Birrieria Mexican cuisine,Mexican restaurant,San Diego,(619) 500-5655,"1808 Coronado Ave, San Diego, CA 92154",4.3,237,No website,,237.0,https://www.google.com/maps/place/?q=place_id:ChIJ7Wc7iBZN2YAR-vnuYn7gDAM
Wings Mix,Restaurant,Lakeside,(619) 443-0995,"8215 Winter Gdns Blvd, Lakeside, CA 92040",4.8,189,No website,,236.2,https://www.google.com/maps/place/?q=place_id:ChIJDer4NUBZ2YAROrrbFO4MtHc
Las Panchitas Mexican Grill,Mexican restaurant,San Diego,(858) 874-6710,"3542 Ashford St, San Diego, CA 92111",4.2,235,No website,,235.0,https://www.google.com/maps/place/?q=place_id:ChIJJZjmaOX_24ARenVZFdIC6Qw
Rising Dragon Chinese Restaurant,Chinese restaurant,San Diego,(619) 470-8885,"2939 Alta View Dr, San Diego, CA 92139",4.4,234,No website,,234.0,https://www.google.com/maps/place/?q=place_id:ChIJ8fGxbclR2YARx5vgytPujfE
Sam The Barber,Barber shop,San Diego,(619) 991-1989,"W Fir St, San Diego, CA 92101",5,187,No website,,233.8,https://www.google.com/maps/place/?q=place_id:ChIJP_vzK45V2YARGikWsy2F3Uk
F & H Auto Repair & Transmission,Auto repair shop,Spring Valley,(619) 470-2500,"9451 Jamacha Blvd B, Spring Valley, CA 91977",4.7,187,No website,,233.8,https://www.google.com/maps/place/?q=place_id:ChIJM56Jw3xQ2YARRhzf8IJnfyA
OB Hardware,Hardware store,San Diego,(619) 223-3083,"4871 Newport Ave, San Diego, CA 92107",4.8,187,No website,,233.8,https://www.google.com/maps/place/?q=place_id:ChIJF5MZQDeq3oARypJ8JHxm8Zw
Graciela’s Taco Shop,Mexican restaurant,Spring Valley,(619) 267-8143,"8300 Paradise Valley Rd, Spring Valley, CA 91977",4.3,233,No website,,233.0,https://www.google.com/maps/place/?q=place_id:ChIJa2oHiFpQ2YARIE6lWoMJMQE
Vallarta Taco Shop,Taco restaurant,San Diego,(619) 804-9822,"4125 El Cajon Blvd, San Diego, CA 92105",4.1,233,No website,,233.0,https://www.google.com/maps/place/?q=place_id:ChIJPep_50ZU2YARuHTJoMx7dX4
Logan Market & Liquor,Liquor store,San Diego,(619) 233-3573,"270 16th St, San Diego, CA 92101",4,233,No website,,233.0,https://www.google.com/maps/place/?q=place_id:ChIJuSdF82dT2YARkc1146HmkLM
Aurora's Bakery,Bakery,Escondido,(760) 317-2156,"637 W 9th Ave, Escondido, CA 92025",4.4,232,No website,,232.0,https://www.google.com/maps/place/?q=place_id:ChIJX2Cv4YH024ARmpfIty2VzGI
ProfessioNAIL,Nail salon,San Diego,(619) 298-9888,"417 W Washington St, San Diego, CA 92103",4.5,185,No website,,231.2,https://www.google.com/maps/place/?q=place_id:ChIJEeXMVNFU2YARPQjKy6Lj6Rc
MartsDonut,Donut shop,Escondido,(760) 741-0717,"150 W El Norte Pkwy Ste a, Escondido, CA 92026",4.6,185,No website,,231.2,https://www.google.com/maps/place/?q=place_id:ChIJGSkg3K_024ARz6FB8RthCbM
Cesar's Taco Shop,Mexican restaurant,National City,(619) 805-7982,"3123 D Ave, National City, CA 91950",4.8,184,No website,,230.0,https://www.google.com/maps/place/?q=place_id:ChIJgdQ_Lw5S2YAR-BmlubgOSic
King Price Market,Grocery store,El Cajon,(619) 447-5000,"575 E Main St #4007, El Cajon, CA 92020",3.8,230,No website,,230.0,https://www.google.com/maps/place/?q=place_id:ChIJv7EKsLBZ2YARTkcPDAEQSUA
Cloud House Smoke Shop & Clothing Store,Tobacco shop,San Diego,(619) 677-4475,"1431 Market St, San Diego, CA 92101",4.8,184,No website,,230.0,https://www.google.com/maps/place/?q=place_id:ChIJ07Z6UDJT2YAR0CVfo5BeWnk
California Mexican Food,Mexican restaurant,San Diego,(619) 463-2078,"940 Cardiff St, San Diego, CA 92114",4.2,229,No website,,229.0,https://www.google.com/maps/place/?q=place_id:ChIJ8Z2zveRQ2YARSP82jljLOMU
Super Wash 'n Dry,Laundromat,El Cajon,(619) 441-0806,"500 Broadway, El Cajon, CA 92021",4.3,229,No website,,229.0,https://www.google.com/maps/place/?q=place_id:ChIJoZM060tY2YAREytSZBw7loo
Kim's Mission Cleaners,Dry cleaner,Oceanside,(760) 721-6833,"3772 Mission Ave Unit 136, Oceanside, CA 92058",4.8,183,No website,,228.8,https://www.google.com/maps/place/?q=place_id:ChIJOZB2N09w3IAR_IoaAyz2nzU
Taco Fiesta II,Mexican restaurant,San Diego,(619) 479-8385,"2939 Alta View Dr d1, San Diego, CA 92139",4.1,415,Social only,https://www.instagram.com/tacofiesta2?igsh=MzRlODBiNWFlZA==,228.3,https://www.google.com/maps/place/?q=place_id:ChIJ8fGxbclR2YARVepj7vgbui4
La Cresta Restaurant and Caffé,Mexican restaurant,El Cajon,(619) 938-3436,"1331 La Cresta Blvd, El Cajon, CA 92021",4.6,181,No website,,226.2,https://www.google.com/maps/place/?q=place_id:ChIJFVWfjPpf2YARDnS0PN6jHbk
Rincon Azteca Homestyle Mexican Restaurant,Mexican restaurant,San Diego,(619) 696-1299,"2172 Ocean View Blvd, San Diego, CA 92113",4.5,181,No website,,226.2,https://www.google.com/maps/place/?q=place_id:ChIJw1ZXVHJT2YARB980A9pgZOY
Garcia's Puebla Mercado,Mexican grocery store,El Cajon,(619) 590-1416,"1365 E Main St, El Cajon, CA 92021",4.3,226,No website,,226.0,https://www.google.com/maps/place/?q=place_id:ChIJX5pQ9AVZ2YARoii4ny1L0T0
Sammy's Mexican Bakery,Bakery,San Diego,(619) 263-9295,"6181 Imperial Ave, San Diego, CA 92114",4.4,226,No website,,226.0,https://www.google.com/maps/place/?q=place_id:ChIJTWP74G5R2YARSC5UMmc2tUQ
Vista Hand Wash & Gas,Car detailing service,Oceanside,(760) 439-3200,"2315 Vista Way, Oceanside, CA 92054",4,226,No website,,226.0,https://www.google.com/maps/place/?q=place_id:ChIJ5UnHLo1x3IARf3Zgfd-dKlU
K - Donuts,Donut shop,Oceanside,(760) 630-8764,"4750 Oceanside Blvd, Oceanside, CA 92056",4.5,180,No website,,225.0,https://www.google.com/maps/place/?q=place_id:ChIJk7OSkzNx3IAR6vwWpSIV9ro
Eriberto's Mexican Food,Mexican restaurant,Oceanside,(760) 433-5300,"644 N Redondo Dr, Oceanside, CA 92057",3.4,321,No website,,224.7,https://www.google.com/maps/place/?q=place_id:ChIJ2zTJgJBw3IARJ9Ij49B_C9c
Los Charros Barber Shop,Barber shop,Vista,(760) 917-0804,"1234 N Santa Fe Ave Ste, Vista, CA 92083",4.5,179,No website,,223.8,https://www.google.com/maps/place/?q=place_id:ChIJj1NMOsB23IARE70Ja_LWf1s
Sorianas Mexican Food,Mexican restaurant,Santee,(619) 448-4468,"9470 Cuyamaca St #130, Santee, CA 92071",4.5,179,No website,,223.8,https://www.google.com/maps/place/?q=place_id:ChIJl2AAMq3i24ARMueHqKavSgA
Brother's Mexican Restaurant,Mexican restaurant,San Diego,(619) 563-5647,"4006 30th St, San Diego, CA 92104",4.5,324,Booking/3rd-party only,https://www.clover.com/online-ordering/brothers-mexican-food-re-san-diego,222.8,https://www.google.com/maps/place/?q=place_id:ChIJ_3zrMpRV2YARnbPq9qjUvAY
High Rollers Barber Shop,Barber shop,San Diego,(619) 389-6709,"3489 University Ave, San Diego, CA 92104",4.8,178,No website,,222.5,https://www.google.com/maps/place/?q=place_id:ChIJcXdjaFxU2YARFpi_tDluJKY
K Nails & Spa,Nail salon,Vista,(760) 414-1799,"771 E Vista Way, Vista, CA 92084",4.5,323,Social only,https://www.facebook.com/profile.php?id=61584370815603&mibextid=wwXIfr&mibextid=wwXIfr,222.1,https://www.google.com/maps/place/?q=place_id:ChIJ_znofJB23IARjIsb7wdtLD0
Mariscos El Tiburon,Seafood restaurant,National City,(619) 434-6910,"543 Highland Ave, National City, CA 91950",3.9,222,No website,,222.0,https://www.google.com/maps/place/?q=place_id:ChIJx29vFjdS2YARZHvQ2Ow43ug
Valley Liquor,Liquor store,San Diego,(619) 546-9337,"1201 Hotel Cir S, San Diego, CA 92108",3.6,317,No website,,221.9,https://www.google.com/maps/place/?q=place_id:ChIJAQAAACtV2YARJ33c5jnOJ1M
Squeegex Window Cleaning,Window cleaning service,San Diego,(619) 854-8882,"1551 Acheson St, San Diego, CA 92111",4.9,322,Social only,https://www.squeegex.com/,221.4,https://www.google.com/maps/place/?q=place_id:ChIJtX9WSoNBDEwRAj2GHDhDXFc
Pass 2 Pay Backflow,Plumber,El Cajon,(619) 484-6198,"9453 Debbie Ct, El Cajon, CA 92021",5,177,No website,,221.2,https://www.google.com/maps/place/?q=place_id:ChIJAQCQGLPi24ARe6Y4lsU124Q
Sky Hookah Lounge,Hookah bar,Spring Valley,(619) 303-5341,"3515 Sweetwater Springs Blvd #1, Spring Valley, CA 91978",4,221,No website,,221.0,https://www.google.com/maps/place/?q=place_id:ChIJ32m9JxJa2YARgvkflSSQx1o
J & J's Mexican Food,Mexican restaurant,Spring Valley,(619) 470-2019,"566 Paraiso Ave, Spring Valley, CA 91977",4.2,401,Social only,https://www.facebook.com/JJmexicanfood,220.6,https://www.google.com/maps/place/?q=place_id:ChIJR6GxznxQ2YARPBRpoZMI9Zw
North Park Hardware,Hardware store,San Diego,(619) 295-2125,"3090 University Ave, San Diego, CA 92104",4.6,176,No website,,220.0,https://www.google.com/maps/place/?q=place_id:ChIJa5xcdfZU2YARAJhNj5x4iWs
Los Dos Pedros #2,Mexican restaurant,San Diego,(858) 344-1410,"4508 Cass St #D, San Diego, CA 92109",4.5,176,No website,,220.0,https://www.google.com/maps/place/?q=place_id:ChIJA7Z_e2MB3IAR3_xahPVcmFg
Prima Coin Laundry,Laundromat,Imperial Beach,(619) 800-1256,"1051 13th St, Imperial Beach, CA 91932",4.3,219,No website,,219.0,https://www.google.com/maps/place/?q=place_id:ChIJr7rjcmtM2YAR-V8VZ00qHtY
Scenthound,Pet groomer,Escondido,(760) 216-5755,"322 W El Norte Pkwy, Escondido, CA 92026",4.8,175,No website,,218.8,https://www.google.com/maps/place/?q=place_id:ChIJb3RLv87124ARPtggUO-V5-E
Lola's 7 Up Market & Deli,Mexican grocery store,Carlsbad,(760) 434-2191,"3292 Roosevelt St, Carlsbad, CA 92008",4.7,317,Booking/3rd-party only,https://www.clover.com/online-ordering/lolas,217.9,https://www.google.com/maps/place/?q=place_id:ChIJuZ1ARBFy3IARsIhCSh4Gduo
Lavish Hair Studio & Spa,Hair salon,El Cajon,(619) 933-7844,"558 Broadway, El Cajon, CA 92021",5,174,No website,,217.5,https://www.google.com/maps/place/?q=place_id:ChIJjbDnbUZZ2YARxQIrKd1rbJw
Romeo's Car Wash,Car wash,Vista,(760) 724-9111,"352 N Santa Fe Ave, Vista, CA 92083",4,217,No website,,217.0,https://www.google.com/maps/place/?q=place_id:ChIJaXkcu6J23IARBs0x8hAlg9g
Luzita's,Mexican restaurant,Chula Vista,(619) 425-4255,"60 E J St, Chula Vista, CA 91910",4.4,216,No website,,216.0,https://www.google.com/maps/place/?q=place_id:ChIJJeT6DGtO2YARo7UMbsb4sbc
In & Out Tire Shop,Tire shop,San Diego,(619) 516-1099,"6211 University Ave, San Diego, CA 92115",3.9,215,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJ3RZRVblW2YAREwn_j6w36jc
Blinails & Spa,Nail salon,San Marcos,(760) 891-8448,"803 S Twin Oaks Valley Rd Ste 109, San Marcos, CA 92078",4.8,172,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJRUAv41D124ARBiavHAazSbI
EsKiNiTa,Filipino restaurant,San Diego,(619) 429-5957,"1840 Coronado Ave, San Diego, CA 92154",4.9,172,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJ96wtmN1N2YARE_jArpI6wIg
Panaderia La Buena,Bakery,San Diego,(619) 696-0611,"2582 Imperial Ave, San Diego, CA 92102",4.5,172,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJfYkhKW5T2YARCD0emuSj0Uw
Lakeside Muffler & Welding Inc,RV repair shop,Lakeside,(619) 561-3202,"12461 Woodside Ave, Lakeside, CA 92040",4.9,172,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJaxN98Xbi24ARXvVOE6fQ8zk
Greenfield Plaza Liquor,Deli,El Cajon,(619) 579-8222,"1101 Greenfield Dr, El Cajon, CA 92021",4.3,215,No website,,215.0,https://www.google.com/maps/place/?q=place_id:ChIJ8Qc8TFFY2YAR-cnNIdaQoBU
The Proper Cut,Hair salon,Encinitas,(760) 686-6810,"207 S El Camino Real H, Encinitas, CA 92024",4.7,171,No website,,213.8,https://www.google.com/maps/place/?q=place_id:ChIJtdbu738L3IARtslAVTGmA1A
Marvelous Muffins,Bakery,San Diego,(619) 223-0403,"2907 Shelter Island Dr, San Diego, CA 92106",4.6,171,No website,,213.8,https://www.google.com/maps/place/?q=place_id:ChIJOzzB46Kr3oARK3TLxtJMLXQ
Milly’s Dog Grooming NC,Pet groomer,National City,(619) 887-8733,"916 E 8th St #104, National City, CA 91950",4.9,171,No website,,213.8,https://www.google.com/maps/place/?q=place_id:ChIJJ4NF0iJS2YARXdkO7v4YKF8
Crosby Square Coin Laundry - Pick Up and Delivery Service,Laundromat,San Diego,(619) 764-5727,"1879 Logan Ave F, San Diego, CA 92113",4.4,213,No website,,213.0,https://www.google.com/maps/place/?q=place_id:ChIJU6NljWtT2YARpuXlkmbZ1T0
Elite Nails,Nail salon,Vista,(760) 599-9832,"750 Sycamore Ave #106, Vista, CA 92083",4.5,170,No website,,212.5,https://www.google.com/maps/place/?q=place_id:ChIJ6S8mAat13IAR6GhbiB-iJ0M
La Chula Pizza,Pizza restaurant,San Diego,(619) 869-8333,"3325 Palm Ave, San Diego, CA 92154",4.6,170,No website,,212.5,https://www.google.com/maps/place/?q=place_id:ChIJjd2pgrlO2YARLJc5pKTZO8g
Bay Ho Liquor & Deli,Deli,San Diego,(858) 581-3000,"4031 Avati Dr, San Diego, CA 92117",4.5,170,No website,,212.5,https://www.google.com/maps/place/?q=place_id:ChIJTzXQU0wA3IARKzgoW1fHrIs
Romeo's Car Wash,Car wash,El Cajon,(760) 352-8278,"825 North Imperial Avenue, El Cajon, CA 92021",3,303,No website,,212.1,https://www.google.com/maps/place/?q=place_id:ChIJEX9l6cpg14ARgwBM3PzO-_M
Short Cuts Barbershop,Barber shop,Oceanside,(760) 966-1336,"124 N Freeman St, Oceanside, CA 92054",4.6,169,No website,,211.2,https://www.google.com/maps/place/?q=place_id:ChIJndDSuTBu3IARnvVxluOFhlM
CannonCan Notary,Notary public,San Diego,(619) 990-5691,"1501 Island Ave, San Diego, CA 92101",5,169,No website,,211.2,https://www.google.com/maps/place/?q=place_id:ChIJ3UkzCMZT2YARCc3E_VehDtI
Savoy Donuts,Donut shop,Escondido,(760) 745-6688,"1340 W Valley Pkwy #102, Escondido, CA 92029",4.7,169,No website,,211.2,https://www.google.com/maps/place/?q=place_id:ChIJPdknRo3024ARVDqkRfhdbrg
Big Liquor,Liquor store,Oceanside,(760) 433-2871,"617 N Redondo Dr #A, Oceanside, CA 92057",4.4,211,No website,,211.0,https://www.google.com/maps/place/?q=place_id:ChIJTaFvepBw3IARnFRMSUaQWk8
Alanberto’s,Mexican restaurant,San Diego,(619) 228-9158,"6101 University Ave, San Diego, CA 92115",3.2,301,No website,,210.7,https://www.google.com/maps/place/?q=place_id:ChIJi5b5hbtW2YARfsYKmlglrPE
Fruteria La Capirucha,Mexican restaurant,Chula Vista,(619) 425-0036,"1177 Broadway, Chula Vista, CA 91911",4.5,168,No website,,210.0,https://www.google.com/maps/place/?q=place_id:ChIJZanHTNVN2YARPwWTMPXuRGY
Donutgram,Donut shop,Escondido,(760) 975-2329,"1131 E Washington Ave Ste A, Escondido, CA 92025",4.5,168,No website,,210.0,https://www.google.com/maps/place/?q=place_id:ChIJN7duW_jz24ARNIONuXlL0X8
TLC Functional Wellness and Chiropractic,Chiropractor,La Mesa,(619) 464-2225,"5360 Jackson Dr #116, La Mesa, CA 91942",5,168,No website,,210.0,https://www.google.com/maps/place/?q=place_id:ChIJQYbfPueBwokRzAB_g2mVAT0
